AACHEN	アーヘン
JOHANNA	ジョアナ
JOHANNES	ヨハンネス
JOHANNESBURG	ヨハネスバーグ
JOHANNESEN	ヨハネセン
JOHANNESSON	ヨハネッソン
JOHANNSEN	ヨハンゼン
JOHANSEN	ヨハンゼン
JOHANSON	ヨーハンゾン
JOHANSSON	ヨハンソン
JOHN	ジョン
JOHNE	ヨーネ
JOHNES	ジョーンズ
JOHNS	ジョーンズ
JOHNSSON	ヨーンソン
JOHNSTON	ジョンストン
JOHST	ヨースト
JOINVILLE	ジョアンビル
JOKL	ヨーケル
JOLIET	ジョリエ
JOLIVET	ジョリベ
JOLLES	ヨレス
JOLLIET	ジョリエ
JOLLIFFE	ジョリフ
JOLLY	ジョリー
JOLSON	ジョルソン
JOLY	ジョリー
JOMARD	ジョマール
JOMINI	ジョミニ
JON	ジョン
JONAH	ヨナ
JONAS	ジョナス
JONATHAN	ジョナサン
JONATHON	ジョナサン
JONES	ジョウンズ
JONESCU	ヨネスク
JONG	ヨング
JONGE	ヨンゲ
JONGEN	ヨンゲン
JONGKIND	ヨンキント
JONI	ジョニ
JONNART	ジョナール
JONNY	ジョニー
JONSCHER	ジョンシャー
JONSON	ジョンソン
JONSSON	ヨンソン
JOOP	ヨープ
JOOS	ジョー
JOOSS	ヨース
JOOST	ヨースト
JORAN	ヨラン
JORDAENS	ヨルダーンス
JORDAIN	ジョーデイン
JORDAN	ジョーダン
JORDANA	ジョルダーナ
JORDEN	ジョーデン
JORGE	ジョージ
JORGENSEN	ヨルゲンセン
JORISSEN	ヨリッセン
JORY	ジョリー
JOSAPHAT	ヨザファト
JOSCELYN	ジョスリン
JOSE	ホセ
JOSEFFY	ジョセフィ
JOSEL	ヨーゼル
JOSEP	ジュゼップ
JOSEPH	ジョーゼフ
JOSEPHINE	ジョセフィーヌ
JOSEPHS	ジョセフ
JOSEPHSON	ヨーセフソン
JOSEPHUS	ヨセフス
JOSH	ジョシュ
JOSHI	ジョシー
JOSHUA	ジョシュア
JOSIE	ジョシー
JOSPIN	ジョスパン
JOST	ヨースト
JOUBERT	ジュベール
JOUFFROY	ジュフロア
JOUGUET	ジュゲ
JOUHANDEAU	ジュアンドー
JOUHAUD	ジュオー
JOUHAUX	ジュオー
JOUINEAU	ジュイノー
JOULE	ジュール
JOURDAN	ジュールダン
JOURNET	ジュルネ
JOUVE	ジューブ
JOUVENEL	ジュブネル
JOUVENET	ジュブネ
JOUVET	ジューベ
JOWETT	ジャウエット
JOXE	ジョックス
JOY	ジョイ
JOYANT	ジョワイヤン
JOYCE	ジョイス
JOYEUX	ジョワイユ
JOYNER	ジョイネル
JOZE	ヨージェ
JOZSEF	ヨージェフ
JUAN	ホアン
JUCH	ユッフ
JUCHHEIM	ユーハイム
JUCKER	ユッカー
JUDAEA	ユダヤ
JUDAH	ジュダ
JUDAS	ユダ
JUDE	ジュード
JUDEA	ユダヤ
JUDGE	ジャッジ
JUDITH	ジュディス
JUDY	ジュディ
JUEL	ユエル
JUGNAUTH	ジュグノート
JUHL	ジュール
JUILLARD	ジュイヤール
JUKES	ジュークス
JUKKA	ユッカ
JULE	ユーレ
JULES	ジュリース
JULIA	ジュリア
JULIAN	ジュリアン
JULIANA	ユリアナ
JULIANUS	ユリアヌス
JULICH	ユーリッヒ
JULIE	ジュリー
JULIEN	ジュリアン
JULIENNE	ジュリアンヌ
JULIET	ジュリエット
JULIETA	ジュリエッタ
JULIETTE	ジュリエット
JULIO	フリオ
JULIUS	ユリウス
JULLIAN	ジュリアン
JULLIEN	ジュリアン
JUMA	ジュムア
JUMPER	ジャムパー
JUNE	ジューン
JUNEAU	ジュノー
JUNEJO	ジュネジョ
JUNG	ユング
JUNGBLUTH	ユングブルート
JUNGE	ユンゲ
JUNGHUHN	ユングフーン
JUNGIUS	ユンギウス
JUNGK	ユンク
JUNGLAS	ユングラス
JUNGMANN	ユングマン
JUNGNICKEL	ユングニッケル
JUNIUS	ユニウス
JUNKER	ユンカー
JUNKERS	ユンケルス
JUNOD	ジュノー
JUNQUEIRA	ジュンケイラ
JUNQUEIRO	ジュンケイロ
JUPP	ジュップ
JURADO	フラド
JURAN	ジュラン
JURG	ジュルグ
JURGEN	ユルゲン
JURIEU	ジュリュー
JURKOVICH	ユルコービッチ
JUSSIEU	ジュシュー
JUSTE	ジュスト
JUSTI	ユスティ
JUSTICE	ジャスティス
JUSTIN	ジャスティン
JUSTINE	ジャスティン
JUSTINO	フスティーノ
JUSTO	フスト
JUSTUS	ジャスタス
JUSUF	ユスフ
JUTTE	ユッテ
JUXON	ジャクソン
KAART	カールト
KAAS	カース
KABAT	カバット
KABISCH	カビッシュ
KABOS	コボシュ
KABUL	カブール
KACHALOV	カチャーロフ
KACHANOV	カチャノフ
KACHEL	カヘル
KACSO	カクソ
KADAM	カダム
KADES	ケーディス
KADESCH	ケイデッシュ
KADOMTSEV	カドムツェフ
KAELIN	ケラン
KAFKA	カフカ
KAFTAN	カフタン
KAGAN	ケイガン
KAGANOVICH	カガノビッチ
KAHAN	カハン
KAHANA	カハナ
KAHIN	ケヒン
KAHLBAUM	カールバウム
KAHLE	カーレ
KAHLER	カーラー
KAHLKE	カールケ
KAHLO	カーロ
KAHN	カーン
KAHR	カール
KAI	カイ
KAIBEL	カイベル
KAILAS	カイラス
KAILASH	カイラシュ
KAIN	ケイン
KAINDL	カインドル
KAJ	カイ
KAK	カク
KAKU	カク
KALABA	カラバ
KALAMAZOO	カラマズー
KALAN	カラン
KALAPANA	カラパナ
KALAS	カラス
KALAT	カラット
KALATOZOV	カラトーゾフ
KALB	カルプ
KALDOR	カルドア
KALE	ケール
KALEF	カレフ
KALES	ケイルズ
KALFF	カルフ
KALFON	カルフォン
KALIMANTAN	カリマンタン
KALININ	カリーニン
KALININA	カリーニナ
KALININGRAD	カリーニングラード
KALINKA	カリンカ
KALIS	カリス
KALISCH	カリッシュ
KALISH	カリシュ
KALKBRENNER	カルクブレンナー
KALKSTEIN	カルクスタイン
KALLAS	カッラス
KALLEN	カレン
KALLENBACH	カレンバハ
KALLER	カラー
KALLIO	カリオ
KALLIWODA	カリボダ
KALLMEYER	カルマイエル
KALMAN	カーマン
KALNING	カルニング
KALNOKY	カールノキ
KALTENBORN	カルテンボーン
KALUP	カルプ
KALYAN	カリヤン
KAMBAN	カンバン
KAMEL	カメル
KAMEN	カメン
KAMENEV	カーメネフ
KAMENKA	カメンカ
KAMES	ケームズ
KAMIL	カミル
KAMIN	カミン
KAMINSKI	カミンスキー
KAMISESE	カミセセ
KAMM	カム
KAMMERER	カマーラー
KAMPALA	カンパラ
KAMPELMAN	カンペルマン
KAMPEN	カンペン
KAMPER	カンパー
KAMPERS	カンパース
KAMPF	カンプ
KAMU	カム
KAMWANA	カムワナ
KAN	カン
KANDAHAR	カンダハル
KANDEL	キャンデル
KANGASNIEMI	カンガスニエミ
KANIA	カニア
KANIAK	カニアク
KANIN	ケニン
KANITZ	カーニッツ
KANIZSA	カニッツァ
KANJI	カンジ
KANN	カンヌ
KANNER	カナー
KANPUR	カンプル
KANSAS	カンサス
KANT	カント
KANTE	カンテ
KANTER	カンター
KANTOR	カントール
KAO	カオ
KAPANLI	カパンルー
KAPELL	カペル
KAPFERER	カプフェレ
KAPITONOV	カピトノフ
KAPITSA	カピッツァ
KAPLAN	キャプラン
KAPLER	カプラー
KAPNIST	カプニスト
KAPOOR	カプール
KAPP	カップ
KAPPELER	カッペラー
KAPPUS	カップス
KAPTEYN	カプタイン
KARACHI	カラチ
KARAJAN	カラヤン
KARAKAS	カラカシュ
KARAKHAN	カラハン
KARAKOZOV	カラコーゾフ
KARALIICHEV	カラリーチェフ
KARAMZIN	カラムジン
KARAS	カラス
KARASCH	カラシュ
KARASIK	カラシク
KARASLAVOV	カラースラボフ
KARAVELOV	カラベーロフ
KARDON	カルドン
KAREL	カーレル
KAREN	キャレン
KARI	カーリ
KARIM	カリーム
KARIMI	カリミ
KARIN	カリン
KARINA	カリーナ
KARIUKI	カリウキ
KARIYAWASAM	カーリヤワサム
KARJALA	カージャラ
KARL	カール
KARLANDER	カーランダー
KARLEN	カーレン
KARLFELDT	カールフェルト
KARLGREN	カールグレン
KARLHEINZ	カールハインツ
KARLIN	カーリン
KARLOFF	カーロフ
KARLOV	カルロフ
KARLSON	カールソン
KARMA	カルマ
KARMAL	カルマル
KARNAUKHOVA	カルナウホワ
KARNI	カルニ
KARO	カロ
KAROL	カロル
KARONIN	カローニン
KARP	カープ
KARPE	カルペ
KARPENKO	カルペンコ
KARPF	カープ
KARPOV	カルポフ
KARPOVICH	カルポビッチ
KARR	カー
KARRER	カーラー
KARSAVINA	カルサビナ
KARSCH	カルシュ
KARSH	カーシュ
KARSTEDT	カールシュテット
KARSTEN	カルステン
KARTEN	カルテン
KARTNER	カートナー
KARU	カル
KARUME	カルメ
KARVAS	カルバシュ
KASATKIN	カサトキン
KASAVUBU	カサブブ
KASCHNITZ	カシュニッツ
KASER	カーザー
KASHINATH	カシナート
KASHMIR	カシミール
KASKE	カスケ
KASPAR	カスパー
KASPER	カスパー
KASPROWICZ	カスプローウィチ
KASPRZYK	カスプジュイク
KASS	カシュ
KASSAK	カサック
KASSEM	カセム
KASSNER	カスナー
KASTIL	カースティル
KASTNER	カストナー
KATARINA	カタリーナ
KATCHEN	カッチェン
KATE	ケイト
KATENIN	カテーニン
KATES	ケーツ
KATHARINA	キャサリーナ
KATHERINE	キャサリン
KATHLEEN	キャサリーン
KATHMANDU	カトマンズ
KATHRYN	キャサリン
KATHY	キャシイ
KATIE	ケイティ
KATIMS	ケーティムズ
KATIN	ケーティン
KATONA	カトナ
KATS	カッツ
KATTE	カッテ
KATUSHEV	カルシェフ
KATZENBACH	カッツェンバック
KATZIN	カツィン
KATZIR	カツィール
KAUDER	カウダー
KAUFFELD	カウフェルト
KAUFFER	クーファー
KAUFFMAN	カウフマン
KAUFFMANN	カウフマン
KAUFMAN	コーフマン
KAUFMANN	カウフマン
KAUL	カウル
KAULBACH	カウルバハ
KAUN	カウン
KAUNDA	カウンダ
KAUNITZ	カウニッツ
KAUSHIK	カウシィク
KAUTSKY	カウツキー
KAVAN	カバン
KAVANAGH	キャバナー
KAVANAUGH	カバナフ
KAVELIN	カベーリン
KAWECKA	カベツカ
KAWERAU	カーウェラウ
KAYE	ケー
KAYIBANDA	カイバンダ
KAYSEN	ケイセン
KAYSER	カイザー
KAZAKHSTAN	カザフスタン
KAZAKOVA	カザコワ
KAZAN	カザン
KAZANTSEV	カザンツェフ
KAZI	カジ
KAZIMIERZ	カジミェジ
KAZIMIROV	カジミロフ
KAZIN	ケージン
KEAN	キーン
KEANE	キーン
KEARNEY	カーニー
KEARNS	カーンズ
KEARNY	ケアニー
KEARSLEY	カースリー
KEATING	キーティング
KEATON	キートン
KEATS	キーツ
KEBLE	キーブル
KEDRA	ケンドラ
KEEL	キール
KEELE	キール
KEELER	キーラー
KEELEY	キーリー
KEEN	キーン
KEENAN	キーナン
KEENE	キーン
KEENEY	キニー
KEENLEYSIDE	キンリーサイド
KEER	キール
KEESING	キージング
KEESOM	ケーソム
KEETON	キートン
KEFAUVER	キーフォーバー
KEGEL	ケーゲル
KEHL	ケール
KEHLER	ケーラー
KEHR	ケーア
KEIDEL	カイデル
KEIGHLEY	キーリー
KEIGHTLEY	キートリー
KEILBERTH	カイルベルト
KEILIN	ケーリン
KEILL	キール
KEIM	ケイム
KEISER	ケイサー
KEISLER	キースラー
KEITA	ケイタ
KEITH	ケイス
KEKKONEN	ケッコネン
KELER	ケレル
KELL	ケル
KELLAWAY	ケラウェイ
KELLEHER	ケラハー
KELLER	ケラー
KELLERMAN	ケラーマン
KELLERMANN	ケラーマン
KELLEY	ケリー
KELLGREN	チェルグレン
KELLOGG	ケロッグ
KELLY	ケリィ
KELM	ケルム
KELMENDI	ケルメンディ
KELP	ケルプ
KELSEN	ケルゼン
KELSEY	ケルシー
KELTIE	ケルティ
KELTNER	ケルトナー
KELTON	ケルトン
KELTUYALA	ケルトゥヤーラ
KEM	ケム
KEMAL	ケマル
KEMBLE	ケンブル
KEMENY	ケメニー
KEMMERER	ケンメラー
KEMP	ケンプ
KEMPE	ケンペ
KEMPEN	ケンペン
KEMPENER	ケンペネル
KEMPENFELT	ケンペンフェルト
KEMPF	ケンプ
KEMPFF	ケンプ
KEMPNY	ケンプニー
KEMPTON	ケンプトン
KEMSLEY	ケムズレー
KEMTER	ケムター
KEN	ケン
KENADID	ケナディッド
KENAN	ケナン
KENDAL	ケンダル
KENDALL	ケンドル
KENDRICK	ケンドリック
KENEN	ケネン
KENILOREA	ケニロレア
KENISTON	ケニストン
KENNAN	ケナン
KENNAWAY	ケナウェイ
KENNEBEC	ケネベック
KENNEDY	ケネディ
KENNELLY	ケネリー
KENNETH	ケニス
KENNEY	ケニー
KENNY	ケニー
KENO	キーノー
KENOSHA	キノーシャ
KENRICK	ケンリック
KENSINGTON	ケンジントン
KENT	ケン
KENTNER	ケントナー
KENTON	ケントン
KENTUCKY	ケンタッキー
KENYA	ケニア
KENYATTA	ケニヤッタ
KENYON	ケニヨン
KEOLA	ケオラ
KEON	キオン
KEPLER	ケプラー
KEPLINGER	ケプリンガー
KEPNER	ケプナー
KEPPLER	ケップラー
KER	カー
KERAVUORI	ケラブオリ
KERDONCUFF	ケルドンキュフ
KEREKOU	ケレク
KEREZOV	キーロゾフ
KERI	ケリ
KERMODE	カーモド
KERN	カーン
KERNBERG	カーンバーグ
KERNELL	カーネル
KERNER	ケルナー
KERNS	カーンズ
KERR	ケル
KERRIGAN	ケリガン
KERRUISH	ケルーアシュ
KERSCHBAUMER	ケルシュバウマー
KERSCHENSTEINER	ケルシェンシュタイナー
KERSH	カーシュ
KERSHNER	カーシュナー
KERST	ケルスト
KERSTEN	ケルステン
KERSTIN	シャスティン
KERTESZ	ケルテス
KERZHENTSEV	ケルジェンツェフ
KES	ケス
KESEY	キージ
KESHTMAND	ケシュトマンド
KESLER	キスラー
KESSEL	ケッセル
KESSELER	ケッセラー
KESSELRING	ケッセルリング
KESSELS	ケッセルス
KESSLER	ケスラー
KESTEN	ケステン
KESZEI	ケセイ
KET	ケット
KETCH	ケッチ
KETCHAM	ケチャム
KETEL	ケーテル
KETSKHOVELI	ケツホベーリ
KETTLE	ケトル
KETTLER	ケットラー
KEUN	コイン
KEUSSLER	コイスラー
KEUTGEN	コイトゲン
KEVIN	キービン
KEY	キイ
KEYES	キース
KEYNES	ケーンズ
KEYS	キーズ
KEYSER	カイザー
KEYSERLING	カイザーリング
KEYTE	キート
KHABAROV	ハバーロフ
KHABAROVSK	ハバロフスク
KHACHATUROV	ハチャトゥーロフ
KHACHATURYAN	ハチャトゥリアン
KHADEM	カデム
KHAI	カイ
KHAITOV	ハイトフ
KHALID	ハーリド
KHALIL	ハリール
KHALTURIN	ハルトゥーリン
KHAMA	カーマ
KHAMENEI	ハメネイ
KHAN	ハン
KHARCHEV	ハルチェフ
KHARTOUM	ハルツーム
KHAYYAM	カイヤム
KHENKIN	ヘンキン
KHERASKOV	ヘラスコフ
KHESSIN	ヘッシン
KHLESL	クレースル
KHLOPIN	フローピン
KHOKHLOV	ホフロフ
KHOMEINI	ホメイニ
KHORANA	コラナ
KHRENNIKOV	フレンニコフ
KHRISTORADNOV	フリストラドノフ
KHRUSHCHEV	フルシチョフ
KHUSHWANT	クシワント
KHVOSTOV	フボストーフ
KIBALCHICH	キバーリチチ
KIDD	キッド
KIDDER	キダー
KIEFER	キーファー
KIEFFER	キーファー
KIEL	キール
KIELHORN	キールホルン
KIELLAND	シェラン
KIELMEYER	キールマイアー
KIENIEWICZ	キェニェービチ
KIEPERT	キーペルト
KIER	キール
KIERAN	キーラン
KIERKEGAARD	キルケゴール
KIERNAN	キールナン
KIESER	キーザー
KIESEWETTER	キーゼベッター
KIESINGER	キージンガー
KIESLER	キースラー
KIEV	キエフ
KIGALI	キガリ
KILAUEA	キラウェア
KILBORNE	キルボーン
KILBURN	キルバン
KILDARE	キルデア
KILENYI	キレニー
KILEY	カイリー
KILGORE	キルゴア
KILIAN	キリアン
KILKENNY	キルケニー
KILLANIN	キラニン
KILLEARN	キラーン
KILLEN	キレン
KILLIAN	キリアーン
KILLIGREW	キリグルー
KILLY	キリー
KILMARTIN	キルマーチン
KILMER	キルマー
KILPATRICK	キルパトリック
KILPINEN	キルピネン
KILWARDBY	キルウォードビー
KIM	キム
KIMBALL	キンボール
KIMBERLEY	キンバリ
KIMBERLY	キンバリー
KIMBROUGH	キンブロー
KIMMEL	キンメル
KIMMINS	キミンズ
KINCAID	キンケイド
KINCH	キンチ
KINCK	キンク
KIND	キント
KINDERMANN	キンダーマン
KINDLEBERGER	キンドルバーガー
KINDLER	キンドラー
KING	キング
KINGDON	キングドン
KINGLAKE	キングレーク
KINGMAN	キングマン
KINGO	キンゴ
KINGSBURY	キングズバリ
KINGSLAND	キングスランド
KINGSLEY	キングスリー
KINGSTON	キングストン
KINK	キンク
KINKEL	キンケル
KINNEAR	キネア
KINNOCK	キノック
KINO	キノ
KINSELLA	キンセラ
KINSEY	キンゼイ
KINSHASA	キンシャサ
KINSKY	キンスキー
KINSLOW	キンスロー
KINSMAN	キンズマン
KINTNER	キントナー
KIPARISOV	キパリソフ
KIPLING	キップリング
KIPNIS	キプニス
KIPP	キップ
KIPPENBERG	キッペンベルク
KIPPER	キッパー
KIPPHARDT	キップハルト
KIPPING	キッピング
KIPRENSKY	キプレンスキー
KIRA	キラ
KIRBY	カービイ
KIRCHER	キルハー
KIRCHHEIMER	キルヒハイマー
KIRCHMANN	キルヒマン
KIRCHNER	キルヒナー
KIRIBATI	キリバス
KIRICHENKO	キリチェンコ
KIRILENKO	キリレンコ
KIRK	カーク
KIRKBRIDE	カークブライド
KIRKCALDY	カーコーディー
KIRKE	カーク
KIRKLAND	カークランド
KIRKPATRICK	カークパトリック
KIRKUP	カーカップ
KIRKWOOD	カークウッド
KIRN	キルン
KIRNBERGER	キルンベルガー
KIROV	キーロフ
KIRPICHNIKOV	キルピチニコフ
KIRPICHYOV	キルピチョーフ
KIRPOTIN	キルポーチン
KIRSANOV	キルサーノフ
KIRSCH	カーシュ
KIRSCHE	キルシェ
KIRSCHENBAUM	キルシェンバウム
KIRSCHSTEIN	キルシュシュタイン
KIRSHON	キルション
KIRSTEIN	カーステン
KIRSTEN	カーステン
KIRTLAND	コイトランド
KIRWAN	カーワン
KISANGANI	キサンガニ
KISCH	キッシュ
KISCHKEWITZ	キシュケビッツ
KISHON	キション
KISLENKO	キスレンコ
KISLER	キスラー
KISLING	キスリング
KISS	キシュ
KISSINGER	キッシンジャー
KISSLING	キスリング
KISTNER	キストナー
KISZCZAK	キシチャク
KIT	キット
KITAIN	キタイン
KITCHEN	キッチン
KITCHLEW	キッチリュー
KITTEL	キッテル
KITTLER	キトラー
KITTO	キトー
KITTY	キティー
KITZINGER	キッジンガー
KIVI	キビ
KIWANUKA	キワヌカ
KJELGAARD	キェルガード
KJELL	チェル
KJELLIN	チェリーン
KJERULF	ケルルフ
KLAAS	クラース
KLABER	クレーバー
KLANERT	クラネルト
KLAPHECK	クラフェック
KLAPP	クラップ
KLAPROTH	クラプロート
KLARE	クレア
KLATT	クラット
KLAUS	クラウス
KLAUSER	クラウザー
KLAUWELL	クラウベル
KLEFFENS	クレッフェンス
KLEIBER	クライバー
KLEIBL	クライブル
KLEIN	クレイン
KLEINEISEL	クレイネイゼル
KLEINERT	クライネルト
KLEINHEYER	クラインハイヤー
KLEINKNECHT	クラインクネヒト
KLEINSORGE	クラインゾルゲ
KLEMKE	クレムケ
KLEMMER	クレマー
KLEMPERER	クレンペラー
KLENAU	クレーナウ
KLENGEL	クレンゲル
KLENZE	クレンツェ
KLEPPER	クレッパー
KLERK	クラーク
KLETTENBERG	クレッテンベルク
KLEVER	クレーファー
KLIM	クリム
KLIMA	クリマ
KLIMEK	クリメク
KLIMOV	クリモフ
KLINDA	クリンダ
KLINE	クライン
KLINEFELTER	クラインフェルター
KLINGBERG	クリングベルク
KLINGE	クリンケ
KLINGEMANN	クリンゲマン
KLINGER	クリンガー
KLINGHOFFER	クリンフォファー
KLINGLER	クリングラー
KLIPPER	クリパー
KLITZING	クリッツィンク
KLOOS	クロース
KLOPFER	クロッパー
KLOPP	クロップ
KLOPSTEG	クロプステッグ
KLOPSTOCK	クロプシュトック
KLOSE	クローゼ
KLOSS	クロース
KLOSTERMANN	クロステルマン
KLOTZ	クロッツ
KLUCKHOHN	クラックホーン
KLUGE	クルーゲ
KLUGER	クリューガー
KLUGH	クルー
KLUGMANN	クラグマン
KNAB	クナープ
KNACKFUSS	クナックフース
KNAPE	ネイプ
KNAPP	クナップ
KNAPPERTSBUSCH	クナッペルツブッシュ
KNASTER	ナスター
KNAUS	クナウス
KNAUTH	クナウス
KNEBEL	クネーベル
KNEE	ニー
KNEEN	ニーン
KNEF	クネフ
KNEIPP	クナイプ
KNEISEL	クナイゼル
KNEPPER	ネッパー
KNESS	ネス
KNIAZEV	クニヤゼフ
KNICKERBOCKER	ニッカバッカー
KNIES	クニース
KNIGHT	ナイト
KNIGHTLEY	ナイトリイ
KNIGHTS	ナイト
KNIPLING	ニップリング
KNIPPER	クニッペル
KNIPPING	クニッピング
KNITTEL	クニッテル
KNOBEN	ノーベン
KNOBLOCH	ノブロック
KNOCH	クノッホ
KNOLLE	ノール
KNOLLYS	ノールズ
KNOPF	クノップフ
KNORR	クノル
KNOTE	クノーテ
KNOTEK	クノテク
KNOTHE	クノーテ
KNOTT	ノット
KNOWLAND	ノーランド
KNOWLES	ノウルズ
KNOWLTON	ノールトン
KNOX	ノックス
KNUCHEL	クヌッヒェル
KNUDSEN	クヌートセン
KNUT	クヌート
KNUTH	クヌース
KNUTTGEN	ナットゲン
KNUTZEN	クヌッツェン
KOBER	コーバー
KOBLENZ	コブレンツ
KOCH	コック
KOCHANOWSKI	コハノフスキ
KOCHANSKI	コハンスキ
KOCHER	コッヘル
KOCHERGA	コチェルガ
KOCHERGIN	コチェルギン
KOCHETKOV	カチェトコフ
KOCHETOV	コーチェトフ
KOCHIN	コーチン
KOCHUBEI	コチュベーイ
KOCKA	コッカ
KODJO	コジョ
KOENEN	ケーネン
KOENIG	ケーニグ
KOENIGSBERGER	ケーニヒスベルガー
KOEPP	ケップ
KOEPPEN	ケッペン
KOERNER	ケルナー
KOESSLER	クレスラー
KOESTER	ケスター
KOFFMAN	コフマン
KOFLER	コフラー
KOFOID	コフォイド
KOGAN	コーガン
KOGEL	コーゲル
KOHL	コール
KOHLBERG	コールバーグ
KOHLER	コーラー
KOHLHASE	コールハーゼ
KOHLMEY	コールマイ
KOHLRAUSCH	コールラウシュ
KOHN	コーン
KOHNBERG	コーンバーグ
KOHNEN	コーネン
KOHOUT	コホウト
KOHT	コート
KOHUT	コフート
KOIRALA	コイララ
KOK	コック
KOKKO	コッコ
KOKKONEN	コッコネン
KOKOSCHKA	ココシュカ
KOKOVTSOV	ココーフツォフ
KOLAR	コラー
KOLAROV	コラロフ
KOLAS	コラス
KOLB	コルブ
KOLBE	コルベ
KOLBENHEYER	コルベンハイヤー
KOLBIN	コルビン
KOLBINGER	コルビンガー
KOLCHAK	コルチャック
KOLEHMAINEN	コレマイネン
KOLENKO	コレンコ
KOLESOV	コレソフ
KOLEVA	コーレバ
KOLFF	コルフ
KOLINGBA	コリンバ
KOLISCH	コリッシュ
KOLLE	コレ
KOLLEK	コレク
KOLLER	コラー
KOLLMAN	コルマン
KOLLO	コロ
KOLLWITZ	コルビッツ
KOLMOGOROV	コルモゴロフ
KOLNEDER	コルネーダー
KOLODNY	コロドニィ
KOLONE	コロネ
KOLPAKOVA	カルパコーバ
KOLPING	コルピング
KOLSTAD	コルスタッド
KOLTSOV	コリツォーフ
KOMAR	コーマー
KOMAROVICH	コマロービチ
KOMMERELL	コメレル
KONARSKI	コナルスキ
KONCELIK	コンセリック
KONDO	コンドー
KONDRASHIN	コンドラシン
KONDRATENKO	コンドラチェンコ
KONE	コーン
KONENKOV	コネンコフ
KONESKI	コネスキ
KONEV	コーネフ
KONI	コーニ
KONINCK	コニンク
KONING	コウニング
KONINGS	コーニングス
KONONOVA	コノノワ
KONOPNICKA	コノプニツカ
KONOVALOV	コノバーロフ
KONOW	クヌーブ
KONRAD	コンラート
KONS	コンス
KONSTANTIN	コンスタンチーン
KONSTANTINOS	コンスタンチノス
KONSTANZ	コンスタンツ
KONUK	コヌック
KOONS	クーンズ
KOONTZ	クーンツ
KOOPMAN	コープマン
KOOPMANS	コープマンス
KOPAL	コパル
KOPALIN	コパーリン
KOPISCH	コーピッシュ
KOPITAR	コピタル
KOPP	コップ
KOPPEL	コペル
KOPPELMANN	コッペルマン
KOPPENBURG	コッペンブルク
KOPPER	コッパー
KOPPERS	コッペルス
KOPSCH	コプシュ
KOPTYUG	コプチュク
KOPYLOV	コプイロフ
KORCZAK	コルチャック
KOREN	コーレン
KORENSKY	コジェンスキー
KORINETS	コリネツ
KORJUS	コルユス
KORKUNOV	コルクーノフ
KORMAN	コーマン
KORN	コルン
KORNBLUTH	コーンブルース
KORNEICHUK	コルネイチューク
KORNEMANN	コルネマン
KORNFELD	コルンフェルト
KORNGOLD	コルンゴルト
KORNHAUSER	コーンハウザー
KORNHUBER	コーンフーバー
KORNIENKO	コルニエンコ
KOROLENKO	コロレンコ
KOROR	コロール
KOROSEC	コロシェッツ
KOROVIN	コロービン
KORSCH	コルシュ
KORSCHELT	コルシェルト
KORTH	コース
KORTING	コルティング
KORTNER	コルトナー
KORTUM	コルトゥム
KORVALD	コルバルト
KORYTA	コリタ
KORZYBSKI	コージブスキー
KOS	コス
KOSARAS	コシャラシュ
KOSCHATZKY	コシャツキー
KOSCHNICK	コシュニック
KOSER	コーザー
KOSHETZ	コシェツ
KOSHEVOI	コシェボーイ
KOSINSKI	コジンスキー
KOSKENNIEMI	コスケンニエミ
KOSMAS	コスマス
KOSOLAPOV	コソラーポフ
KOSSEL	コッセル
KOSSINNA	コッシナ
KOSSOWSKI	コソフスキ
KOSTA	コスタ
KOSTELANETZ	コステラネッツ
KOSTENKO	コスチェンコ
KOSTER	コスター
KOSTKA	コストカ
KOSTOV	コストフ
KOSTRZEWSKI	コストシェフスキー
KOSYGIN	コスイギン
KOSYKH	コシフ
KOSZUT	コシュト
KOTCHIAN	コーチャン
KOTOSHIKHIN	コトシーヒン
KOTOWICZ	コトビツ
KOTZEBUE	コッツェブー
KOUBA	コウバ
KOUT	コウト
KOVACH	コバック
KOVACHEV	コバチェフ
KOVALENKO	コワレンコ
KOVALYOVA	コワリョワ
KOVARNOVA	コバルノバ
KOVIC	コビック
KOVPAK	コウパーク
KOWALSKI	コワルスキー
KOZDERKA	コズデルカ
KOZHEVNIKOVA	コジェーブニコワ
KOZLOV	コズローフ
KOZLOVSKY	コズロフスキー
KOZOL	コゾール
KOZOLUPOV	コゾルポフ
KOZUB	コツプ
KRAATZ	クラーツ
KRACKHARDT	クラックハート
KRAEMER	クラーメル
KRAEPELIN	クレペリン
KRAFFT	クラフト
KRAFKA	クラフカ
KRAFT	クラフト
KRAG	クラーグ
KRAHMER	クラーマー
KRAHN	クラーン
KRAINEV	クライネフ
KRAINOV	クライノフ
KRAJGER	クライゲル
KRAKOW	クラクフ
KRAKOWSKI	クラコフスキ
KRAM	クラーム
KRAMER	クレーマー
KRAMERS	クラーマース
KRAMSKOI	クラムスコイ
KRANNHALS	クランハルス
KRAPF	クラプフ
KRAPIVIN	クラピービン
KRAPP	クラップ
KRAPPE	クラッペ
KRASHENINNIKOV	クラシェニーンニコフ
KRASIN	クラーシン
KRASNER	クラスナー
KRASNODAR	クラスノダール
KRASNOV	クラスノフ
KRASNOVA	クラスノワ
KRASNOYARSK	クラスノヤルスク
